,trade_date,rank_ic
403,2025-08-14,-0.49999999999999994
404,2025-08-15,0.19999999999999998
405,2025-08-18,-0.3
406,2025-08-19,-0.6
407,2025-08-20,-0.8999999999999998
408,2025-08-21,0.7999999999999999
409,2025-08-22,-0.09999999999999999
410,2025-08-25,-0.3
411,2025-08-26,0.39999999999999997
412,2025-08-27,-0.49999999999999994
413,2025-08-28,0.7
414,2025-08-29,-0.49999999999999994
415,2025-09-01,0.09999999999999999
416,2025-09-02,-0.09999999999999999
417,2025-09-03,-0.3
418,2025-09-04,0.39999999999999997
419,2025-09-05,-0.6
420,2025-09-08,-0.8999999999999998
421,2025-09-09,0.49999999999999994
422,2025-09-10,0.8999999999999998
423,2025-09-11,-0.6
424,2025-09-12,0.8999999999999998
425,2025-09-15,0.7
426,2025-09-16,-0.09999999999999999
427,2025-09-17,-0.6
428,2025-09-18,-0.19999999999999998
429,2025-09-19,-0.6
430,2025-09-22,0.0
431,2025-09-23,-0.39999999999999997
432,2025-09-24,0.09999999999999999
433,2025-09-25,-0.39999999999999997
434,2025-09-26,0.6
435,2025-09-29,0.8999999999999998
436,2025-09-30,-0.3
437,2025-10-01,-0.09999999999999999
438,2025-10-02,0.7999999999999999
439,2025-10-03,-0.49999999999999994
440,2025-10-06,-0.09999999999999999
441,2025-10-07,0.8999999999999998
442,2025-10-08,0.19999999999999998
443,2025-10-09,0.6
444,2025-10-10,-0.49999999999999994
445,2025-10-13,0.0
446,2025-10-14,0.3
447,2025-10-15,0.19999999999999998
448,2025-10-16,-0.7
449,2025-10-17,-0.6
450,2025-10-20,-0.39999999999999997
451,2025-10-21,0.49999999999999994
452,2025-10-22,-0.7
453,2025-10-23,-0.7
454,2025-10-24,0.0
455,2025-10-27,0.09999999999999999
456,2025-10-28,-0.3
457,2025-10-29,-0.6
458,2025-10-30,0.19999999999999998
459,2025-10-31,0.3
460,2025-11-03,-0.19999999999999998
461,2025-11-04,0.09999999999999999
462,2025-11-05,-0.3
463,2025-11-06,0.7
464,2025-11-07,-0.09999999999999999
465,2025-11-10,0.7
466,2025-11-11,0.0
467,2025-11-12,0.0
468,2025-11-13,0.09999999999999999
469,2025-11-14,-0.39999999999999997
470,2025-11-17,0.0
471,2025-11-18,0.6
472,2025-11-19,-0.09999999999999999
473,2025-11-20,-0.9999999999999999
474,2025-11-21,-0.09999999999999999
475,2025-11-24,0.19999999999999998
476,2025-11-25,0.8999999999999998
477,2025-11-26,-0.9999999999999999
478,2025-11-27,0.09999999999999999
479,2025-11-28,-0.6
480,2025-12-01,-0.3
481,2025-12-02,-0.09999999999999999
482,2025-12-03,0.19999999999999998
483,2025-12-04,-0.09999999999999999
484,2025-12-05,-0.3
485,2025-12-08,-0.7999999999999999
486,2025-12-09,-0.3
487,2025-12-10,0.3
488,2025-12-11,-0.19999999999999998
489,2025-12-12,0.3
490,2025-12-15,-0.8999999999999998
491,2025-12-16,-0.3
492,2025-12-17,0.6
493,2025-12-18,-0.09999999999999999
494,2025-12-19,-0.7999999999999999
495,2025-12-22,-0.6
496,2025-12-23,-0.7999999999999999
497,2025-12-24,0.8999999999999998
498,2025-12-25,0.09999999999999999
499,2025-12-26,-0.49999999999999994
500,2025-12-29,0.3
501,2025-12-30,0.8999999999999998
